name	type	source	detector	wavelength_nominal	units	sampling_frequency
S74-D78	NIRSCWAMPLITUDE	74	78	830	n/a	10.41666666666667
S75-D78	NIRSCWAMPLITUDE	75	78	830	n/a	10.41666666666667
S76-D78	NIRSCWAMPLITUDE	76	78	830	n/a	10.41666666666667
S77-D78	NIRSCWAMPLITUDE	77	78	830	n/a	10.41666666666667
S78-D78	NIRSCWAMPLITUDE	78	78	830	n/a	10.41666666666667
S79-D78	NIRSCWAMPLITUDE	79	78	830	n/a	10.41666666666667
S80-D78	NIRSCWAMPLITUDE	80	78	830	n/a	10.41666666666667
S81-D78	NIRSCWAMPLITUDE	81	78	830	n/a	10.41666666666667
S82-D78	NIRSCWAMPLITUDE	82	78	830	n/a	10.41666666666667
S83-D78	NIRSCWAMPLITUDE	83	78	830	n/a	10.41666666666667
S84-D78	NIRSCWAMPLITUDE	84	78	830	n/a	10.41666666666667
S85-D78	NIRSCWAMPLITUDE	85	78	830	n/a	10.41666666666667
S86-D78	NIRSCWAMPLITUDE	86	78	830	n/a	10.41666666666667
S87-D78	NIRSCWAMPLITUDE	87	78	830	n/a	10.41666666666667
S88-D78	NIRSCWAMPLITUDE	88	78	830	n/a	10.41666666666667
S89-D78	NIRSCWAMPLITUDE	89	78	830	n/a	10.41666666666667
S90-D78	NIRSCWAMPLITUDE	90	78	830	n/a	10.41666666666667
S91-D78	NIRSCWAMPLITUDE	91	78	830	n/a	10.41666666666667
S92-D78	NIRSCWAMPLITUDE	92	78	830	n/a	10.41666666666667
S93-D78	NIRSCWAMPLITUDE	93	78	830	n/a	10.41666666666667
S94-D78	NIRSCWAMPLITUDE	94	78	830	n/a	10.41666666666667
S95-D78	NIRSCWAMPLITUDE	95	78	830	n/a	10.41666666666667
S66-D79	NIRSCWAMPLITUDE	66	79	830	n/a	10.41666666666667
S67-D79	NIRSCWAMPLITUDE	67	79	830	n/a	10.41666666666667
S68-D79	NIRSCWAMPLITUDE	68	79	830	n/a	10.41666666666667
S69-D79	NIRSCWAMPLITUDE	69	79	830	n/a	10.41666666666667
S70-D79	NIRSCWAMPLITUDE	70	79	830	n/a	10.41666666666667
S71-D79	NIRSCWAMPLITUDE	71	79	830	n/a	10.41666666666667
S72-D79	NIRSCWAMPLITUDE	72	79	830	n/a	10.41666666666667
S73-D79	NIRSCWAMPLITUDE	73	79	830	n/a	10.41666666666667
S74-D79	NIRSCWAMPLITUDE	74	79	830	n/a	10.41666666666667
S75-D79	NIRSCWAMPLITUDE	75	79	830	n/a	10.41666666666667
S76-D79	NIRSCWAMPLITUDE	76	79	830	n/a	10.41666666666667
S77-D79	NIRSCWAMPLITUDE	77	79	830	n/a	10.41666666666667
S78-D79	NIRSCWAMPLITUDE	78	79	830	n/a	10.41666666666667
S79-D79	NIRSCWAMPLITUDE	79	79	830	n/a	10.41666666666667
S80-D79	NIRSCWAMPLITUDE	80	79	830	n/a	10.41666666666667
S81-D79	NIRSCWAMPLITUDE	81	79	830	n/a	10.41666666666667
S82-D79	NIRSCWAMPLITUDE	82	79	830	n/a	10.41666666666667
S83-D79	NIRSCWAMPLITUDE	83	79	830	n/a	10.41666666666667
S84-D79	NIRSCWAMPLITUDE	84	79	830	n/a	10.41666666666667
S85-D79	NIRSCWAMPLITUDE	85	79	830	n/a	10.41666666666667
S86-D79	NIRSCWAMPLITUDE	86	79	830	n/a	10.41666666666667
S87-D79	NIRSCWAMPLITUDE	87	79	830	n/a	10.41666666666667
S88-D79	NIRSCWAMPLITUDE	88	79	830	n/a	10.41666666666667
S89-D79	NIRSCWAMPLITUDE	89	79	830	n/a	10.41666666666667
S90-D79	NIRSCWAMPLITUDE	90	79	830	n/a	10.41666666666667
S91-D79	NIRSCWAMPLITUDE	91	79	830	n/a	10.41666666666667
S92-D79	NIRSCWAMPLITUDE	92	79	830	n/a	10.41666666666667
S93-D79	NIRSCWAMPLITUDE	93	79	830	n/a	10.41666666666667
S94-D79	NIRSCWAMPLITUDE	94	79	830	n/a	10.41666666666667
S95-D79	NIRSCWAMPLITUDE	95	79	830	n/a	10.41666666666667
S96-D79	NIRSCWAMPLITUDE	96	79	830	n/a	10.41666666666667
S67-D80	NIRSCWAMPLITUDE	67	80	830	n/a	10.41666666666667
S68-D80	NIRSCWAMPLITUDE	68	80	830	n/a	10.41666666666667
S69-D80	NIRSCWAMPLITUDE	69	80	830	n/a	10.41666666666667
S70-D80	NIRSCWAMPLITUDE	70	80	830	n/a	10.41666666666667
S71-D80	NIRSCWAMPLITUDE	71	80	830	n/a	10.41666666666667
S72-D80	NIRSCWAMPLITUDE	72	80	830	n/a	10.41666666666667
S73-D80	NIRSCWAMPLITUDE	73	80	830	n/a	10.41666666666667
S74-D80	NIRSCWAMPLITUDE	74	80	830	n/a	10.41666666666667
S75-D80	NIRSCWAMPLITUDE	75	80	830	n/a	10.41666666666667
S76-D80	NIRSCWAMPLITUDE	76	80	830	n/a	10.41666666666667
S77-D80	NIRSCWAMPLITUDE	77	80	830	n/a	10.41666666666667
S78-D80	NIRSCWAMPLITUDE	78	80	830	n/a	10.41666666666667
S79-D80	NIRSCWAMPLITUDE	79	80	830	n/a	10.41666666666667
S80-D80	NIRSCWAMPLITUDE	80	80	830	n/a	10.41666666666667
S81-D80	NIRSCWAMPLITUDE	81	80	830	n/a	10.41666666666667
S82-D80	NIRSCWAMPLITUDE	82	80	830	n/a	10.41666666666667
S83-D80	NIRSCWAMPLITUDE	83	80	830	n/a	10.41666666666667
S84-D80	NIRSCWAMPLITUDE	84	80	830	n/a	10.41666666666667
S85-D80	NIRSCWAMPLITUDE	85	80	830	n/a	10.41666666666667
S86-D80	NIRSCWAMPLITUDE	86	80	830	n/a	10.41666666666667
S87-D80	NIRSCWAMPLITUDE	87	80	830	n/a	10.41666666666667
S88-D80	NIRSCWAMPLITUDE	88	80	830	n/a	10.41666666666667
S89-D80	NIRSCWAMPLITUDE	89	80	830	n/a	10.41666666666667
S90-D80	NIRSCWAMPLITUDE	90	80	830	n/a	10.41666666666667
S91-D80	NIRSCWAMPLITUDE	91	80	830	n/a	10.41666666666667
S92-D80	NIRSCWAMPLITUDE	92	80	830	n/a	10.41666666666667
S94-D80	NIRSCWAMPLITUDE	94	80	830	n/a	10.41666666666667
S95-D80	NIRSCWAMPLITUDE	95	80	830	n/a	10.41666666666667
S96-D80	NIRSCWAMPLITUDE	96	80	830	n/a	10.41666666666667
S105-D80	NIRSCWAMPLITUDE	105	80	830	n/a	10.41666666666667
S111-D80	NIRSCWAMPLITUDE	111	80	830	n/a	10.41666666666667
S117-D80	NIRSCWAMPLITUDE	117	80	830	n/a	10.41666666666667
S123-D80	NIRSCWAMPLITUDE	123	80	830	n/a	10.41666666666667
S69-D81	NIRSCWAMPLITUDE	69	81	830	n/a	10.41666666666667
S70-D81	NIRSCWAMPLITUDE	70	81	830	n/a	10.41666666666667
S73-D81	NIRSCWAMPLITUDE	73	81	830	n/a	10.41666666666667
S74-D81	NIRSCWAMPLITUDE	74	81	830	n/a	10.41666666666667
S75-D81	NIRSCWAMPLITUDE	75	81	830	n/a	10.41666666666667
S77-D81	NIRSCWAMPLITUDE	77	81	830	n/a	10.41666666666667
S78-D81	NIRSCWAMPLITUDE	78	81	830	n/a	10.41666666666667
S79-D81	NIRSCWAMPLITUDE	79	81	830	n/a	10.41666666666667
S81-D81	NIRSCWAMPLITUDE	81	81	830	n/a	10.41666666666667
S82-D81	NIRSCWAMPLITUDE	82	81	830	n/a	10.41666666666667
S83-D81	NIRSCWAMPLITUDE	83	81	830	n/a	10.41666666666667
S84-D81	NIRSCWAMPLITUDE	84	81	830	n/a	10.41666666666667
S85-D81	NIRSCWAMPLITUDE	85	81	830	n/a	10.41666666666667
S86-D81	NIRSCWAMPLITUDE	86	81	830	n/a	10.41666666666667
S87-D81	NIRSCWAMPLITUDE	87	81	830	n/a	10.41666666666667
S88-D81	NIRSCWAMPLITUDE	88	81	830	n/a	10.41666666666667
S89-D81	NIRSCWAMPLITUDE	89	81	830	n/a	10.41666666666667
S90-D81	NIRSCWAMPLITUDE	90	81	830	n/a	10.41666666666667
S91-D81	NIRSCWAMPLITUDE	91	81	830	n/a	10.41666666666667
S92-D81	NIRSCWAMPLITUDE	92	81	830	n/a	10.41666666666667
S93-D81	NIRSCWAMPLITUDE	93	81	830	n/a	10.41666666666667
S94-D81	NIRSCWAMPLITUDE	94	81	830	n/a	10.41666666666667
S95-D81	NIRSCWAMPLITUDE	95	81	830	n/a	10.41666666666667
S69-D82	NIRSCWAMPLITUDE	69	82	830	n/a	10.41666666666667
S70-D82	NIRSCWAMPLITUDE	70	82	830	n/a	10.41666666666667
S71-D82	NIRSCWAMPLITUDE	71	82	830	n/a	10.41666666666667
S73-D82	NIRSCWAMPLITUDE	73	82	830	n/a	10.41666666666667
S74-D82	NIRSCWAMPLITUDE	74	82	830	n/a	10.41666666666667
S75-D82	NIRSCWAMPLITUDE	75	82	830	n/a	10.41666666666667
S76-D82	NIRSCWAMPLITUDE	76	82	830	n/a	10.41666666666667
S77-D82	NIRSCWAMPLITUDE	77	82	830	n/a	10.41666666666667
S78-D82	NIRSCWAMPLITUDE	78	82	830	n/a	10.41666666666667
S79-D82	NIRSCWAMPLITUDE	79	82	830	n/a	10.41666666666667
S80-D82	NIRSCWAMPLITUDE	80	82	830	n/a	10.41666666666667
S81-D82	NIRSCWAMPLITUDE	81	82	830	n/a	10.41666666666667
S82-D82	NIRSCWAMPLITUDE	82	82	830	n/a	10.41666666666667
S83-D82	NIRSCWAMPLITUDE	83	82	830	n/a	10.41666666666667
S84-D82	NIRSCWAMPLITUDE	84	82	830	n/a	10.41666666666667
S85-D82	NIRSCWAMPLITUDE	85	82	830	n/a	10.41666666666667
S86-D82	NIRSCWAMPLITUDE	86	82	830	n/a	10.41666666666667
S87-D82	NIRSCWAMPLITUDE	87	82	830	n/a	10.41666666666667
S88-D82	NIRSCWAMPLITUDE	88	82	830	n/a	10.41666666666667
S89-D82	NIRSCWAMPLITUDE	89	82	830	n/a	10.41666666666667
S90-D82	NIRSCWAMPLITUDE	90	82	830	n/a	10.41666666666667
S91-D82	NIRSCWAMPLITUDE	91	82	830	n/a	10.41666666666667
S92-D82	NIRSCWAMPLITUDE	92	82	830	n/a	10.41666666666667
S93-D82	NIRSCWAMPLITUDE	93	82	830	n/a	10.41666666666667
S94-D82	NIRSCWAMPLITUDE	94	82	830	n/a	10.41666666666667
S95-D82	NIRSCWAMPLITUDE	95	82	830	n/a	10.41666666666667
S96-D82	NIRSCWAMPLITUDE	96	82	830	n/a	10.41666666666667
S69-D83	NIRSCWAMPLITUDE	69	83	830	n/a	10.41666666666667
S70-D83	NIRSCWAMPLITUDE	70	83	830	n/a	10.41666666666667
S71-D83	NIRSCWAMPLITUDE	71	83	830	n/a	10.41666666666667
S72-D83	NIRSCWAMPLITUDE	72	83	830	n/a	10.41666666666667
S73-D83	NIRSCWAMPLITUDE	73	83	830	n/a	10.41666666666667
S74-D83	NIRSCWAMPLITUDE	74	83	830	n/a	10.41666666666667
S75-D83	NIRSCWAMPLITUDE	75	83	830	n/a	10.41666666666667
S76-D83	NIRSCWAMPLITUDE	76	83	830	n/a	10.41666666666667
S77-D83	NIRSCWAMPLITUDE	77	83	830	n/a	10.41666666666667
S78-D83	NIRSCWAMPLITUDE	78	83	830	n/a	10.41666666666667
S79-D83	NIRSCWAMPLITUDE	79	83	830	n/a	10.41666666666667
S80-D83	NIRSCWAMPLITUDE	80	83	830	n/a	10.41666666666667
S81-D83	NIRSCWAMPLITUDE	81	83	830	n/a	10.41666666666667
S82-D83	NIRSCWAMPLITUDE	82	83	830	n/a	10.41666666666667
S83-D83	NIRSCWAMPLITUDE	83	83	830	n/a	10.41666666666667
S84-D83	NIRSCWAMPLITUDE	84	83	830	n/a	10.41666666666667
S85-D83	NIRSCWAMPLITUDE	85	83	830	n/a	10.41666666666667
S86-D83	NIRSCWAMPLITUDE	86	83	830	n/a	10.41666666666667
S87-D83	NIRSCWAMPLITUDE	87	83	830	n/a	10.41666666666667
S88-D83	NIRSCWAMPLITUDE	88	83	830	n/a	10.41666666666667
S89-D83	NIRSCWAMPLITUDE	89	83	830	n/a	10.41666666666667
S90-D83	NIRSCWAMPLITUDE	90	83	830	n/a	10.41666666666667
S91-D83	NIRSCWAMPLITUDE	91	83	830	n/a	10.41666666666667
S92-D83	NIRSCWAMPLITUDE	92	83	830	n/a	10.41666666666667
S93-D83	NIRSCWAMPLITUDE	93	83	830	n/a	10.41666666666667
S94-D83	NIRSCWAMPLITUDE	94	83	830	n/a	10.41666666666667
S95-D83	NIRSCWAMPLITUDE	95	83	830	n/a	10.41666666666667
S96-D83	NIRSCWAMPLITUDE	96	83	830	n/a	10.41666666666667
S70-D84	NIRSCWAMPLITUDE	70	84	830	n/a	10.41666666666667
S71-D84	NIRSCWAMPLITUDE	71	84	830	n/a	10.41666666666667
S72-D84	NIRSCWAMPLITUDE	72	84	830	n/a	10.41666666666667
S73-D84	NIRSCWAMPLITUDE	73	84	830	n/a	10.41666666666667
S74-D84	NIRSCWAMPLITUDE	74	84	830	n/a	10.41666666666667
S75-D84	NIRSCWAMPLITUDE	75	84	830	n/a	10.41666666666667
S76-D84	NIRSCWAMPLITUDE	76	84	830	n/a	10.41666666666667
S77-D84	NIRSCWAMPLITUDE	77	84	830	n/a	10.41666666666667
S78-D84	NIRSCWAMPLITUDE	78	84	830	n/a	10.41666666666667
S79-D84	NIRSCWAMPLITUDE	79	84	830	n/a	10.41666666666667
S80-D84	NIRSCWAMPLITUDE	80	84	830	n/a	10.41666666666667
S81-D84	NIRSCWAMPLITUDE	81	84	830	n/a	10.41666666666667
S82-D84	NIRSCWAMPLITUDE	82	84	830	n/a	10.41666666666667
S83-D84	NIRSCWAMPLITUDE	83	84	830	n/a	10.41666666666667
S84-D84	NIRSCWAMPLITUDE	84	84	830	n/a	10.41666666666667
S85-D84	NIRSCWAMPLITUDE	85	84	830	n/a	10.41666666666667
S86-D84	NIRSCWAMPLITUDE	86	84	830	n/a	10.41666666666667
S87-D84	NIRSCWAMPLITUDE	87	84	830	n/a	10.41666666666667
S88-D84	NIRSCWAMPLITUDE	88	84	830	n/a	10.41666666666667
S89-D84	NIRSCWAMPLITUDE	89	84	830	n/a	10.41666666666667
S90-D84	NIRSCWAMPLITUDE	90	84	830	n/a	10.41666666666667
S91-D84	NIRSCWAMPLITUDE	91	84	830	n/a	10.41666666666667
S92-D84	NIRSCWAMPLITUDE	92	84	830	n/a	10.41666666666667
S93-D84	NIRSCWAMPLITUDE	93	84	830	n/a	10.41666666666667
S94-D84	NIRSCWAMPLITUDE	94	84	830	n/a	10.41666666666667
S95-D84	NIRSCWAMPLITUDE	95	84	830	n/a	10.41666666666667
S96-D84	NIRSCWAMPLITUDE	96	84	830	n/a	10.41666666666667
S105-D84	NIRSCWAMPLITUDE	105	84	830	n/a	10.41666666666667
S111-D84	NIRSCWAMPLITUDE	111	84	830	n/a	10.41666666666667
S73-D85	NIRSCWAMPLITUDE	73	85	830	n/a	10.41666666666667
S74-D85	NIRSCWAMPLITUDE	74	85	830	n/a	10.41666666666667
S77-D85	NIRSCWAMPLITUDE	77	85	830	n/a	10.41666666666667
S78-D85	NIRSCWAMPLITUDE	78	85	830	n/a	10.41666666666667
S79-D85	NIRSCWAMPLITUDE	79	85	830	n/a	10.41666666666667
S81-D85	NIRSCWAMPLITUDE	81	85	830	n/a	10.41666666666667
S82-D85	NIRSCWAMPLITUDE	82	85	830	n/a	10.41666666666667
S83-D85	NIRSCWAMPLITUDE	83	85	830	n/a	10.41666666666667
S84-D85	NIRSCWAMPLITUDE	84	85	830	n/a	10.41666666666667
S85-D85	NIRSCWAMPLITUDE	85	85	830	n/a	10.41666666666667
S86-D85	NIRSCWAMPLITUDE	86	85	830	n/a	10.41666666666667
S87-D85	NIRSCWAMPLITUDE	87	85	830	n/a	10.41666666666667
S88-D85	NIRSCWAMPLITUDE	88	85	830	n/a	10.41666666666667
S89-D85	NIRSCWAMPLITUDE	89	85	830	n/a	10.41666666666667
S90-D85	NIRSCWAMPLITUDE	90	85	830	n/a	10.41666666666667
S91-D85	NIRSCWAMPLITUDE	91	85	830	n/a	10.41666666666667
S92-D85	NIRSCWAMPLITUDE	92	85	830	n/a	10.41666666666667
S93-D85	NIRSCWAMPLITUDE	93	85	830	n/a	10.41666666666667
S94-D85	NIRSCWAMPLITUDE	94	85	830	n/a	10.41666666666667
S95-D85	NIRSCWAMPLITUDE	95	85	830	n/a	10.41666666666667
S96-D85	NIRSCWAMPLITUDE	96	85	830	n/a	10.41666666666667
S73-D86	NIRSCWAMPLITUDE	73	86	830	n/a	10.41666666666667
S74-D86	NIRSCWAMPLITUDE	74	86	830	n/a	10.41666666666667
S75-D86	NIRSCWAMPLITUDE	75	86	830	n/a	10.41666666666667
S77-D86	NIRSCWAMPLITUDE	77	86	830	n/a	10.41666666666667
S78-D86	NIRSCWAMPLITUDE	78	86	830	n/a	10.41666666666667
S79-D86	NIRSCWAMPLITUDE	79	86	830	n/a	10.41666666666667
S80-D86	NIRSCWAMPLITUDE	80	86	830	n/a	10.41666666666667
S81-D86	NIRSCWAMPLITUDE	81	86	830	n/a	10.41666666666667
S82-D86	NIRSCWAMPLITUDE	82	86	830	n/a	10.41666666666667
S83-D86	NIRSCWAMPLITUDE	83	86	830	n/a	10.41666666666667
S84-D86	NIRSCWAMPLITUDE	84	86	830	n/a	10.41666666666667
S85-D86	NIRSCWAMPLITUDE	85	86	830	n/a	10.41666666666667
S86-D86	NIRSCWAMPLITUDE	86	86	830	n/a	10.41666666666667
S87-D86	NIRSCWAMPLITUDE	87	86	830	n/a	10.41666666666667
S88-D86	NIRSCWAMPLITUDE	88	86	830	n/a	10.41666666666667
S89-D86	NIRSCWAMPLITUDE	89	86	830	n/a	10.41666666666667
S90-D86	NIRSCWAMPLITUDE	90	86	830	n/a	10.41666666666667
S91-D86	NIRSCWAMPLITUDE	91	86	830	n/a	10.41666666666667
S92-D86	NIRSCWAMPLITUDE	92	86	830	n/a	10.41666666666667
S93-D86	NIRSCWAMPLITUDE	93	86	830	n/a	10.41666666666667
S94-D86	NIRSCWAMPLITUDE	94	86	830	n/a	10.41666666666667
S95-D86	NIRSCWAMPLITUDE	95	86	830	n/a	10.41666666666667
S96-D86	NIRSCWAMPLITUDE	96	86	830	n/a	10.41666666666667
S73-D87	NIRSCWAMPLITUDE	73	87	830	n/a	10.41666666666667
S74-D87	NIRSCWAMPLITUDE	74	87	830	n/a	10.41666666666667
S75-D87	NIRSCWAMPLITUDE	75	87	830	n/a	10.41666666666667
S76-D87	NIRSCWAMPLITUDE	76	87	830	n/a	10.41666666666667
S77-D87	NIRSCWAMPLITUDE	77	87	830	n/a	10.41666666666667
S78-D87	NIRSCWAMPLITUDE	78	87	830	n/a	10.41666666666667
S79-D87	NIRSCWAMPLITUDE	79	87	830	n/a	10.41666666666667
S80-D87	NIRSCWAMPLITUDE	80	87	830	n/a	10.41666666666667
S81-D87	NIRSCWAMPLITUDE	81	87	830	n/a	10.41666666666667
S82-D87	NIRSCWAMPLITUDE	82	87	830	n/a	10.41666666666667
S83-D87	NIRSCWAMPLITUDE	83	87	830	n/a	10.41666666666667
S84-D87	NIRSCWAMPLITUDE	84	87	830	n/a	10.41666666666667
S85-D87	NIRSCWAMPLITUDE	85	87	830	n/a	10.41666666666667
S86-D87	NIRSCWAMPLITUDE	86	87	830	n/a	10.41666666666667
S87-D87	NIRSCWAMPLITUDE	87	87	830	n/a	10.41666666666667
S88-D87	NIRSCWAMPLITUDE	88	87	830	n/a	10.41666666666667
S89-D87	NIRSCWAMPLITUDE	89	87	830	n/a	10.41666666666667
S90-D87	NIRSCWAMPLITUDE	90	87	830	n/a	10.41666666666667
S91-D87	NIRSCWAMPLITUDE	91	87	830	n/a	10.41666666666667
S92-D87	NIRSCWAMPLITUDE	92	87	830	n/a	10.41666666666667
S93-D87	NIRSCWAMPLITUDE	93	87	830	n/a	10.41666666666667
S94-D87	NIRSCWAMPLITUDE	94	87	830	n/a	10.41666666666667
S95-D87	NIRSCWAMPLITUDE	95	87	830	n/a	10.41666666666667
S96-D87	NIRSCWAMPLITUDE	96	87	830	n/a	10.41666666666667
S74-D88	NIRSCWAMPLITUDE	74	88	830	n/a	10.41666666666667
S75-D88	NIRSCWAMPLITUDE	75	88	830	n/a	10.41666666666667
S76-D88	NIRSCWAMPLITUDE	76	88	830	n/a	10.41666666666667
S77-D88	NIRSCWAMPLITUDE	77	88	830	n/a	10.41666666666667
S78-D88	NIRSCWAMPLITUDE	78	88	830	n/a	10.41666666666667
S79-D88	NIRSCWAMPLITUDE	79	88	830	n/a	10.41666666666667
S80-D88	NIRSCWAMPLITUDE	80	88	830	n/a	10.41666666666667
S81-D88	NIRSCWAMPLITUDE	81	88	830	n/a	10.41666666666667
S82-D88	NIRSCWAMPLITUDE	82	88	830	n/a	10.41666666666667
S83-D88	NIRSCWAMPLITUDE	83	88	830	n/a	10.41666666666667
S84-D88	NIRSCWAMPLITUDE	84	88	830	n/a	10.41666666666667
S85-D88	NIRSCWAMPLITUDE	85	88	830	n/a	10.41666666666667
S86-D88	NIRSCWAMPLITUDE	86	88	830	n/a	10.41666666666667
S87-D88	NIRSCWAMPLITUDE	87	88	830	n/a	10.41666666666667
S88-D88	NIRSCWAMPLITUDE	88	88	830	n/a	10.41666666666667
S89-D88	NIRSCWAMPLITUDE	89	88	830	n/a	10.41666666666667
S90-D88	NIRSCWAMPLITUDE	90	88	830	n/a	10.41666666666667
S91-D88	NIRSCWAMPLITUDE	91	88	830	n/a	10.41666666666667
S92-D88	NIRSCWAMPLITUDE	92	88	830	n/a	10.41666666666667
S93-D88	NIRSCWAMPLITUDE	93	88	830	n/a	10.41666666666667
S94-D88	NIRSCWAMPLITUDE	94	88	830	n/a	10.41666666666667
S95-D88	NIRSCWAMPLITUDE	95	88	830	n/a	10.41666666666667
S96-D88	NIRSCWAMPLITUDE	96	88	830	n/a	10.41666666666667
S105-D88	NIRSCWAMPLITUDE	105	88	830	n/a	10.41666666666667
S77-D89	NIRSCWAMPLITUDE	77	89	830	n/a	10.41666666666667
S78-D89	NIRSCWAMPLITUDE	78	89	830	n/a	10.41666666666667
S81-D89	NIRSCWAMPLITUDE	81	89	830	n/a	10.41666666666667
S82-D89	NIRSCWAMPLITUDE	82	89	830	n/a	10.41666666666667
S83-D89	NIRSCWAMPLITUDE	83	89	830	n/a	10.41666666666667
S85-D89	NIRSCWAMPLITUDE	85	89	830	n/a	10.41666666666667
S86-D89	NIRSCWAMPLITUDE	86	89	830	n/a	10.41666666666667
S87-D89	NIRSCWAMPLITUDE	87	89	830	n/a	10.41666666666667
S88-D89	NIRSCWAMPLITUDE	88	89	830	n/a	10.41666666666667
S89-D89	NIRSCWAMPLITUDE	89	89	830	n/a	10.41666666666667
S90-D89	NIRSCWAMPLITUDE	90	89	830	n/a	10.41666666666667
S91-D89	NIRSCWAMPLITUDE	91	89	830	n/a	10.41666666666667
S92-D89	NIRSCWAMPLITUDE	92	89	830	n/a	10.41666666666667
S93-D89	NIRSCWAMPLITUDE	93	89	830	n/a	10.41666666666667
S94-D89	NIRSCWAMPLITUDE	94	89	830	n/a	10.41666666666667
S95-D89	NIRSCWAMPLITUDE	95	89	830	n/a	10.41666666666667
S96-D89	NIRSCWAMPLITUDE	96	89	830	n/a	10.41666666666667
S77-D90	NIRSCWAMPLITUDE	77	90	830	n/a	10.41666666666667
S78-D90	NIRSCWAMPLITUDE	78	90	830	n/a	10.41666666666667
S79-D90	NIRSCWAMPLITUDE	79	90	830	n/a	10.41666666666667
S81-D90	NIRSCWAMPLITUDE	81	90	830	n/a	10.41666666666667
S82-D90	NIRSCWAMPLITUDE	82	90	830	n/a	10.41666666666667
S83-D90	NIRSCWAMPLITUDE	83	90	830	n/a	10.41666666666667
S84-D90	NIRSCWAMPLITUDE	84	90	830	n/a	10.41666666666667
S85-D90	NIRSCWAMPLITUDE	85	90	830	n/a	10.41666666666667
S86-D90	NIRSCWAMPLITUDE	86	90	830	n/a	10.41666666666667
S87-D90	NIRSCWAMPLITUDE	87	90	830	n/a	10.41666666666667
S88-D90	NIRSCWAMPLITUDE	88	90	830	n/a	10.41666666666667
S89-D90	NIRSCWAMPLITUDE	89	90	830	n/a	10.41666666666667
S90-D90	NIRSCWAMPLITUDE	90	90	830	n/a	10.41666666666667
S91-D90	NIRSCWAMPLITUDE	91	90	830	n/a	10.41666666666667
S92-D90	NIRSCWAMPLITUDE	92	90	830	n/a	10.41666666666667
S93-D90	NIRSCWAMPLITUDE	93	90	830	n/a	10.41666666666667
S94-D90	NIRSCWAMPLITUDE	94	90	830	n/a	10.41666666666667
S95-D90	NIRSCWAMPLITUDE	95	90	830	n/a	10.41666666666667
S96-D90	NIRSCWAMPLITUDE	96	90	830	n/a	10.41666666666667
S77-D91	NIRSCWAMPLITUDE	77	91	830	n/a	10.41666666666667
S78-D91	NIRSCWAMPLITUDE	78	91	830	n/a	10.41666666666667
S79-D91	NIRSCWAMPLITUDE	79	91	830	n/a	10.41666666666667
S80-D91	NIRSCWAMPLITUDE	80	91	830	n/a	10.41666666666667
S81-D91	NIRSCWAMPLITUDE	81	91	830	n/a	10.41666666666667
S82-D91	NIRSCWAMPLITUDE	82	91	830	n/a	10.41666666666667
S83-D91	NIRSCWAMPLITUDE	83	91	830	n/a	10.41666666666667
S84-D91	NIRSCWAMPLITUDE	84	91	830	n/a	10.41666666666667
S85-D91	NIRSCWAMPLITUDE	85	91	830	n/a	10.41666666666667
S86-D91	NIRSCWAMPLITUDE	86	91	830	n/a	10.41666666666667
S87-D91	NIRSCWAMPLITUDE	87	91	830	n/a	10.41666666666667
S88-D91	NIRSCWAMPLITUDE	88	91	830	n/a	10.41666666666667
S89-D91	NIRSCWAMPLITUDE	89	91	830	n/a	10.41666666666667
S90-D91	NIRSCWAMPLITUDE	90	91	830	n/a	10.41666666666667
S91-D91	NIRSCWAMPLITUDE	91	91	830	n/a	10.41666666666667
S92-D91	NIRSCWAMPLITUDE	92	91	830	n/a	10.41666666666667
S93-D91	NIRSCWAMPLITUDE	93	91	830	n/a	10.41666666666667
S94-D91	NIRSCWAMPLITUDE	94	91	830	n/a	10.41666666666667
S95-D91	NIRSCWAMPLITUDE	95	91	830	n/a	10.41666666666667
S96-D91	NIRSCWAMPLITUDE	96	91	830	n/a	10.41666666666667
S78-D92	NIRSCWAMPLITUDE	78	92	830	n/a	10.41666666666667
S79-D92	NIRSCWAMPLITUDE	79	92	830	n/a	10.41666666666667
S80-D92	NIRSCWAMPLITUDE	80	92	830	n/a	10.41666666666667
S81-D92	NIRSCWAMPLITUDE	81	92	830	n/a	10.41666666666667
S82-D92	NIRSCWAMPLITUDE	82	92	830	n/a	10.41666666666667
S83-D92	NIRSCWAMPLITUDE	83	92	830	n/a	10.41666666666667
S84-D92	NIRSCWAMPLITUDE	84	92	830	n/a	10.41666666666667
S85-D92	NIRSCWAMPLITUDE	85	92	830	n/a	10.41666666666667
S86-D92	NIRSCWAMPLITUDE	86	92	830	n/a	10.41666666666667
S87-D92	NIRSCWAMPLITUDE	87	92	830	n/a	10.41666666666667
S88-D92	NIRSCWAMPLITUDE	88	92	830	n/a	10.41666666666667
S89-D92	NIRSCWAMPLITUDE	89	92	830	n/a	10.41666666666667
S90-D92	NIRSCWAMPLITUDE	90	92	830	n/a	10.41666666666667
S91-D92	NIRSCWAMPLITUDE	91	92	830	n/a	10.41666666666667
S92-D92	NIRSCWAMPLITUDE	92	92	830	n/a	10.41666666666667
S93-D92	NIRSCWAMPLITUDE	93	92	830	n/a	10.41666666666667
S94-D92	NIRSCWAMPLITUDE	94	92	830	n/a	10.41666666666667
